domain,category,severity,threat_sources
basevaulttrust.com,PHISHING,3,brand-imitation
basewallet-ue.com,PHISHING,3,brand-imitation
basewallet-withdraw.help,PHISHING,3,brand-imitation
basewallet.help,PHISHING,3,brand-imitation
basewallet.team,PHISHING,3,brand-imitation
basewalletfinance.com,PHISHING,3,brand-imitation
basewalletinfo.help,PHISHING,3,brand-imitation
basewallets.com,PHISHING,3,brand-imitation
basewallets.help,PHISHING,3,brand-imitation
basiccrypto-capital.xyz,PHISHING,3,brand-imitation
basiccryptoskill.com,PHISHING,3,brand-imitation
basisbridge.com,PHISHING,3,brand-imitation
batchvault.com,PHISHING,3,brand-imitation
batchvault.net,PHISHING,3,brand-imitation
batoken.com,PHISHING,3,brand-imitation
batongtradingandfarms.com,PHISHING,3,brand-imitation
battleforcrypto.com,PHISHING,3,brand-imitation
battlemint.com,PHISHING,3,brand-imitation
battoken.icu,PHISHING,3,brand-imitation
baybunyamintam.xyz,PHISHING,3,brand-imitation
baytime-bridge.com,PHISHING,3,brand-imitation
bbbabbridge.xyz,PHISHING,3,brand-imitation
bbitcoin.com,PHISHING,3,brand-imitation
bbitcoin.org,PHISHING,3,brand-imitation
bbmintellegent.com,PHISHING,3,brand-imitation
bbmintelligent.com,PHISHING,3,brand-imitation
bbnwallet.com,PHISHING,3,brand-imitation
bbridge33capital.com,PHISHING,3,brand-imitation
bbridgecapital.org,PHISHING,3,brand-imitation
bbxbitcoin.com,PHISHING,3,brand-imitation
bc-claim.com,PHISHING,3,brand-imitation
bccryptomining.com,PHISHING,3,brand-imitation
bchainwallet.ltd,PHISHING,3,brand-imitation
bciticrypto.com,PHISHING,3,brand-imitation
bcunverify.icu,PHISHING,3,brand-imitation
bd-verify-6sz39acdzt.com,PHISHING,3,brand-imitation
bd-verify-gu7sqsxf6r.com,PHISHING,3,brand-imitation
beachtoken.com,PHISHING,3,brand-imitation
beaconbridgehq.com,PHISHING,3,brand-imitation
beaconbridgelab.com,PHISHING,3,brand-imitation
beaminteractive.com,PHISHING,3,brand-imitation
bearerbitcoin.com,PHISHING,3,brand-imitation
beastraeonbuyerbridge.lat,PHISHING,3,brand-imitation
beastraeonretailbridge.click,PHISHING,3,brand-imitation
beaststokens.com,PHISHING,3,brand-imitation
beasttokens.com,PHISHING,3,brand-imitation
beatbridge.dev,PHISHING,3,brand-imitation
beatvault.net,PHISHING,3,brand-imitation
beau-bridges.cfd,PHISHING,3,brand-imitation
beausbridge.com,PHISHING,3,brand-imitation
beautycreamvault.info,PHISHING,3,brand-imitation
beautycreamvaulthj.info,PHISHING,3,brand-imitation
beautycreamvaultmf.info,PHISHING,3,brand-imitation
beautycreamvaultmu.info,PHISHING,3,brand-imitation
beautycreamvaultqh.info,PHISHING,3,brand-imitation
beautycreamvaultqk.info,PHISHING,3,brand-imitation
beautycreamvaultqp.info,PHISHING,3,brand-imitation
beautycreamvaultsf.info,PHISHING,3,brand-imitation
bebridge.foundation,PHISHING,3,brand-imitation
becandbridge.xyz,PHISHING,3,brand-imitation
becryphosretailbridge.sbs,PHISHING,3,brand-imitation
becryphosretailbridge.xyz,PHISHING,3,brand-imitation
bedbridgescrew.org,PHISHING,3,brand-imitation
bedmintonbet.com,PHISHING,3,brand-imitation
bedroomintruder.com,PHISHING,3,brand-imitation
beermints.com,PHISHING,3,brand-imitation
beholdbitcoin.com,PHISHING,3,brand-imitation
belastingen-tr7qverify.info,PHISHING,3,brand-imitation
belemkomint.fun,PHISHING,3,brand-imitation
bellatoken.xyz,PHISHING,3,brand-imitation
bellco-sign0nverify.icu,PHISHING,3,brand-imitation
belraomint.click,PHISHING,3,brand-imitation
belugatoken.xyz,PHISHING,3,brand-imitation
belverderebridge.com,PHISHING,3,brand-imitation
bembridgeislandtours.com,PHISHING,3,brand-imitation
bembridgesc.net,PHISHING,3,brand-imitation
benchmark-token.com,PHISHING,3,brand-imitation
bene-bridge.com,PHISHING,3,brand-imitation
bengtoken.xyz,PHISHING,3,brand-imitation
benjamintheriot.com,PHISHING,3,brand-imitation
benjamintone.com,PHISHING,3,brand-imitation
benyamintoyotamedan.com,PHISHING,3,brand-imitation
beorvellavault.lat,PHISHING,3,brand-imitation
bepe-claim.com,PHISHING,3,brand-imitation
bepetoken.xyz,PHISHING,3,brand-imitation
beratoken.info,PHISHING,3,brand-imitation
berrytoken.info,PHISHING,3,brand-imitation
best-bitcoin-mining-pool.com,PHISHING,3,brand-imitation
best-crypto-wallet.cfd,PHISHING,3,brand-imitation
best-site-to-buy-bitcoins.com,PHISHING,3,brand-imitation
bestbitcoinbots.com,PHISHING,3,brand-imitation
bestbitcoincasinosaustralia.com,PHISHING,3,brand-imitation
bestbitcoinmining.com,PHISHING,3,brand-imitation
bestbitcoinreview.com,PHISHING,3,brand-imitation
bestbitcoinrobots.com,PHISHING,3,brand-imitation
bestbitcointumblers.cash,PHISHING,3,brand-imitation
bestclaimm.xyz,PHISHING,3,brand-imitation
bestgamesvault.com,PHISHING,3,brand-imitation
bestholidaysurprisevault.info,PHISHING,3,brand-imitation
bestnft.tips,PHISHING,3,brand-imitation
bestnfttoken.com,PHISHING,3,brand-imitation
bestofbitcoin.org,PHISHING,3,brand-imitation
bestoffervault.xyz,PHISHING,3,brand-imitation
besttokenupdate.info,PHISHING,3,brand-imitation
bestwaifunft.com,PHISHING,3,brand-imitation
bestwalletclaim.info,PHISHING,3,brand-imitation
bestwalletforbitcoin.com,PHISHING,3,brand-imitation
bestwallettoken.best,PHISHING,3,brand-imitation
bestwallettoken.email,PHISHING,3,brand-imitation
bestwallettoken.live,PHISHING,3,brand-imitation
bestwaytobuybitcoin.net,PHISHING,3,brand-imitation
bestwebsecretsvault.com,PHISHING,3,brand-imitation
bestwullettoken.com,PHISHING,3,brand-imitation
betoken.fund,PHISHING,3,brand-imitation
betokennews.com,PHISHING,3,brand-imitation
betternft.net,PHISHING,3,brand-imitation
bevor-ai-claim.xyz,PHISHING,3,brand-imitation
bevorai-claim.xyz,PHISHING,3,brand-imitation
bfadmintools.com,PHISHING,3,brand-imitation
bfi-cases-kroll-claims.xyz,PHISHING,3,brand-imitation
bfi-cases-kroll-verify.xyz,PHISHING,3,brand-imitation
bfi-claims.com,PHISHING,3,brand-imitation
bfi-kroll-distrib-claims.xyz,PHISHING,3,brand-imitation
bfi-kroll-distrib-verify.xyz,PHISHING,3,brand-imitation
bfi-vault.xyz,PHISHING,3,brand-imitation
bfic-claims.com,PHISHING,3,brand-imitation
bgsgemmint.com,PHISHING,3,brand-imitation
bibahisnft.com,PHISHING,3,brand-imitation
bibletokens.com,PHISHING,3,brand-imitation
biclaim.lat,PHISHING,3,brand-imitation
bifurtoken.xyz,PHISHING,3,brand-imitation
big-cash-claim.sbs,PHISHING,3,brand-imitation
big-claim.lat,PHISHING,3,brand-imitation
bigcashclaimloans.xyz,PHISHING,3,brand-imitation
bigcashclaimnow.lat,PHISHING,3,brand-imitation
bigclaimnow.world,PHISHING,3,brand-imitation
bigclaims.sbs,PHISHING,3,brand-imitation
bigcoin-claim.com,PHISHING,3,brand-imitation
bigwin-champion-claim-chance.autos,PHISHING,3,brand-imitation
bigwin-claim-search-congrats.autos,PHISHING,3,brand-imitation
bigwinchampionclaimchance.autos,PHISHING,3,brand-imitation
bigwinclaimgivingspecialoffer.autos,PHISHING,3,brand-imitation
bigwinclaimsearch.autos,PHISHING,3,brand-imitation
bigwinclaimsearchcongrats.autos,PHISHING,3,brand-imitation
bigwinluckyinstantwinclaim.autos,PHISHING,3,brand-imitation
bilibilitoken.xyz,PHISHING,3,brand-imitation
billions-claim.xyz,PHISHING,3,brand-imitation
billvault.com,PHISHING,3,brand-imitation
biminteriordesign.com,PHISHING,3,brand-imitation
binance-airdrop-claim.com,PHISHING,3,brand-imitation
binance-token.com,PHISHING,3,brand-imitation
binance-verify.com,PHISHING,3,brand-imitation
binancelifenft.com,PHISHING,3,brand-imitation
binanceverify.org,PHISHING,3,brand-imitation
binanciapoolverify.xyz,PHISHING,3,brand-imitation
bingotoken.info,PHISHING,3,brand-imitation
biocharvault.com,PHISHING,3,brand-imitation
biomassvault.com,PHISHING,3,brand-imitation
biotokens.org,PHISHING,3,brand-imitation
birchvault.com,PHISHING,3,brand-imitation
birdiebadminton.com,PHISHING,3,brand-imitation
birminghaminternet.com,PHISHING,3,brand-imitation
bison-verify.help,PHISHING,3,brand-imitation
bispclaim.online,PHISHING,3,brand-imitation
bit-verify.xyz,PHISHING,3,brand-imitation
bitc-vault.com,PHISHING,3,brand-imitation
bitcetftoken.pro,PHISHING,3,brand-imitation
bitclaim.monster,PHISHING,3,brand-imitation
bitcoin--price.com,PHISHING,3,brand-imitation
bitcoin-101.com,PHISHING,3,brand-imitation
bitcoin-2024.xyz,PHISHING,3,brand-imitation
bitcoin-2026.com,PHISHING,3,brand-imitation
bitcoin-25.net,PHISHING,3,brand-imitation
bitcoin-360.com,PHISHING,3,brand-imitation
bitcoin-account.com,PHISHING,3,brand-imitation
bitcoin-address-generator.com,PHISHING,3,brand-imitation
bitcoin-address-maker.com,PHISHING,3,brand-imitation
bitcoin-apex.bond,PHISHING,3,brand-imitation
bitcoin-apex.click,PHISHING,3,brand-imitation
bitcoin-apex.cloud,PHISHING,3,brand-imitation
bitcoin-apex.guru,PHISHING,3,brand-imitation
bitcoin-apex.help,PHISHING,3,brand-imitation
bitcoin-apex.pro,PHISHING,3,brand-imitation
bitcoin-apex.store,PHISHING,3,brand-imitation
bitcoin-apex.website,PHISHING,3,brand-imitation
bitcoin-archon.com,PHISHING,3,brand-imitation
bitcoin-banking.org,PHISHING,3,brand-imitation
bitcoin-banking.sbs,PHISHING,3,brand-imitation
bitcoin-can-change-your.life,PHISHING,3,brand-imitation
bitcoin-cash.org,PHISHING,3,brand-imitation
bitcoin-casino-otzyvy.com,PHISHING,3,brand-imitation
bitcoin-casino-uk.xyz,PHISHING,3,brand-imitation
bitcoin-casino.monster,PHISHING,3,brand-imitation
bitcoin-casino.reviews,PHISHING,3,brand-imitation
bitcoin-cloud-mining.net,PHISHING,3,brand-imitation
bitcoin-coinbase.help,PHISHING,3,brand-imitation
bitcoin-collector.com,PHISHING,3,brand-imitation
bitcoin-container.com,PHISHING,3,brand-imitation
bitcoin-decode.business,PHISHING,3,brand-imitation
bitcoin-decode.com,PHISHING,3,brand-imitation
bitcoin-decode.company,PHISHING,3,brand-imitation
bitcoin-decode.life,PHISHING,3,brand-imitation
bitcoin-decode.xyz,PHISHING,3,brand-imitation
bitcoin-dk-pris-xyz.cyou,PHISHING,3,brand-imitation
bitcoin-dresden.org,PHISHING,3,brand-imitation
bitcoin-edu.help,PHISHING,3,brand-imitation
bitcoin-etf-investment.info,PHISHING,3,brand-imitation
bitcoin-evolution.pro,PHISHING,3,brand-imitation
bitcoin-exchange.link,PHISHING,3,brand-imitation
bitcoin-exploit.com,PHISHING,3,brand-imitation
bitcoin-express.com,PHISHING,3,brand-imitation
bitcoin-fast-profit.com,PHISHING,3,brand-imitation
bitcoin-firm.com,PHISHING,3,brand-imitation
bitcoin-girls.com,PHISHING,3,brand-imitation
bitcoin-gpt-bot.sbs,PHISHING,3,brand-imitation
bitcoin-guru.net,PHISHING,3,brand-imitation
bitcoin-halving-clock.com,PHISHING,3,brand-imitation
bitcoin-halving-countdown.com,PHISHING,3,brand-imitation
bitcoin-hk.org,PHISHING,3,brand-imitation
bitcoin-hyip.com,PHISHING,3,brand-imitation
bitcoin-hyper.click,PHISHING,3,brand-imitation
bitcoin-hyper.sbs,PHISHING,3,brand-imitation
bitcoin-ira.net,PHISHING,3,brand-imitation
bitcoin-kran.com,PHISHING,3,brand-imitation
bitcoin-lottery.xyz,PHISHING,3,brand-imitation
bitcoin-ltd.com,PHISHING,3,brand-imitation
bitcoin-mart.com,PHISHING,3,brand-imitation
bitcoin-mindset.com,PHISHING,3,brand-imitation
bitcoin-miningrace.com,PHISHING,3,brand-imitation
bitcoin-mix.net,PHISHING,3,brand-imitation
bitcoin-mixer.com,PHISHING,3,brand-imitation
bitcoin-national.exchange,PHISHING,3,brand-imitation
bitcoin-nova.com,PHISHING,3,brand-imitation
bitcoin-outlet.com,PHISHING,3,brand-imitation
bitcoin-payment-gateway.com,PHISHING,3,brand-imitation
bitcoin-payment-processor.com,PHISHING,3,brand-imitation
bitcoin-payment.info,PHISHING,3,brand-imitation
bitcoin-preco-hoje-br-ool.cyou,PHISHING,3,brand-imitation
bitcoin-preco-hoje-br-opi.cyou,PHISHING,3,brand-imitation
bitcoin-price-usd.click,PHISHING,3,brand-imitation
bitcoin-price-usd1.info,PHISHING,3,brand-imitation
bitcoin-price-usd2.click,PHISHING,3,brand-imitation
bitcoin-price-usd2.info,PHISHING,3,brand-imitation
bitcoin-prijs-nederland-orw.cyou,PHISHING,3,brand-imitation
bitcoin-prime.live,PHISHING,3,brand-imitation
bitcoin-pris-se-yya.cyou,PHISHING,3,brand-imitation
bitcoin-profit.news,PHISHING,3,brand-imitation
bitcoin-pundit.com,PHISHING,3,brand-imitation
bitcoin-pundit.net,PHISHING,3,brand-imitation
bitcoin-puppets.com,PHISHING,3,brand-imitation
bitcoin-reichtum.info,PHISHING,3,brand-imitation
bitcoin-reports.com,PHISHING,3,brand-imitation
bitcoin-roulette.com,PHISHING,3,brand-imitation
bitcoin-sarah.com,PHISHING,3,brand-imitation
bitcoin-suisse.support,PHISHING,3,brand-imitation
bitcoin-supreme.org,PHISHING,3,brand-imitation
bitcoin-trader.live,PHISHING,3,brand-imitation
bitcoin-trading.cfd,PHISHING,3,brand-imitation
bitcoin-tumbler.com,PHISHING,3,brand-imitation
bitcoin-unlimited.com,PHISHING,3,brand-imitation
bitcoin-up.app,PHISHING,3,brand-imitation
bitcoin-visualizer.com,PHISHING,3,brand-imitation
bitcoin-wallet-generator.com,PHISHING,3,brand-imitation
bitcoin-wallet-maker.com,PHISHING,3,brand-imitation
bitcoin-web-wallet.com,PHISHING,3,brand-imitation
bitcoin-x.org,PHISHING,3,brand-imitation
bitcoin-xcel.com,PHISHING,3,brand-imitation
bitcoin-xyz.com,PHISHING,3,brand-imitation
bitcoin.black,PHISHING,3,brand-imitation
bitcoin.cricket,PHISHING,3,brand-imitation
bitcoin.faith,PHISHING,3,brand-imitation
bitcoin.foundation,PHISHING,3,brand-imitation
bitcoin.inc,PHISHING,3,brand-imitation
bitcoin.istanbul,PHISHING,3,brand-imitation
bitcoin.storage,PHISHING,3,brand-imitation
bitcoin.webcam,PHISHING,3,brand-imitation
bitcoin100.net,PHISHING,3,brand-imitation
bitcoin1004.com,PHISHING,3,brand-imitation
bitcoin1111.xyz,PHISHING,3,brand-imitation
bitcoin138.net,PHISHING,3,brand-imitation
bitcoin13xlexipro.lat,PHISHING,3,brand-imitation
bitcoin147.site,PHISHING,3,brand-imitation
bitcoin147.xyz,PHISHING,3,brand-imitation
bitcoin148.site,PHISHING,3,brand-imitation
bitcoin148.xyz,PHISHING,3,brand-imitation
bitcoin14xbumex.cfd,PHISHING,3,brand-imitation
bitcoin168.net,PHISHING,3,brand-imitation
bitcoin1on1.com,PHISHING,3,brand-imitation
bitcoin2023.net,PHISHING,3,brand-imitation
bitcoin2025.pro,PHISHING,3,brand-imitation
bitcoinblazetoken.net,PHISHING,3,brand-imitation
bitcoinblazetoken.org,PHISHING,3,brand-imitation
bitcoinsvault.com,PHISHING,3,brand-imitation
bitconblazetoken.com,PHISHING,3,brand-imitation
bitget-token.click,PHISHING,3,brand-imitation
bitget-token.club,PHISHING,3,brand-imitation
bitget-token.help,PHISHING,3,brand-imitation
bitget-token.info,PHISHING,3,brand-imitation
bitget-token.net,PHISHING,3,brand-imitation
bitget-token.site,PHISHING,3,brand-imitation
bitmintasic.com,PHISHING,3,brand-imitation
bitminted.com,PHISHING,3,brand-imitation
bitnft.com,PHISHING,3,brand-imitation
bitnfts.org,PHISHING,3,brand-imitation
bitpanda-claim.xyz,PHISHING,3,brand-imitation
bitswapixtokenpresale2025.click,PHISHING,3,brand-imitation
bitswapixtokenpresale2025.xyz,PHISHING,3,brand-imitation
bitswapixtokensale2025.click,PHISHING,3,brand-imitation
bitswapixtokensale2025.xyz,PHISHING,3,brand-imitation
bkcuverify.icu,PHISHING,3,brand-imitation
blackfungibletoken.com,PHISHING,3,brand-imitation
blackfungibletoken.org,PHISHING,3,brand-imitation
blackfungibletokens.com,PHISHING,3,brand-imitation
blackfungibletokens.org,PHISHING,3,brand-imitation
blackhistorytoken.com,PHISHING,3,brand-imitation
blackmint.rest,PHISHING,3,brand-imitation
blackrock-tokens.com,PHISHING,3,brand-imitation
blackrocktoken.info,PHISHING,3,brand-imitation
blackstreamints.com,PHISHING,3,brand-imitation
bladenft.com,PHISHING,3,brand-imitation
blawtoken.vip,PHISHING,3,brand-imitation
blawtoken.xyz,PHISHING,3,brand-imitation
blepetoken.xyz,PHISHING,3,brand-imitation
blfi-kroll-claims.com,PHISHING,3,brand-imitation
blincverifycheckout.click,PHISHING,3,brand-imitation
blincverifycheckout.info,PHISHING,3,brand-imitation
blincverifycheckout.world,PHISHING,3,brand-imitation
blincverifycheckout.xyz,PHISHING,3,brand-imitation
blipnft.com,PHISHING,3,brand-imitation
blisstoken.com,PHISHING,3,brand-imitation
blisstoken.xyz,PHISHING,3,brand-imitation
blnance-claim.com,PHISHING,3,brand-imitation
blndtoken.xyz,PHISHING,3,brand-imitation
block-fi-kroll-claimants.xyz,PHISHING,3,brand-imitation
block-token.com,PHISHING,3,brand-imitation
blockchainclaimdesk.com,PHISHING,3,brand-imitation
blockdagclaim.xyz,PHISHING,3,brand-imitation
blockfi-centerofclaims.com,PHISHING,3,brand-imitation
blockfi-claim-portal.xyz,PHISHING,3,brand-imitation
blockfi-claim.xyz,PHISHING,3,brand-imitation
blockfi-claims-center.com,PHISHING,3,brand-imitation
blockfi-claims-kroll.xyz,PHISHING,3,brand-imitation
blockfi-claims-pending.xyz,PHISHING,3,brand-imitation
blockfi-claims.org,PHISHING,3,brand-imitation
blockfi-claims.xyz,PHISHING,3,brand-imitation
blockfi-kroll-claims.xyz,PHISHING,3,brand-imitation
blockfikroll-bfiportal-claiming.xyz,PHISHING,3,brand-imitation
blockfikroll-bfiportal-claims.xyz,PHISHING,3,brand-imitation
blominternationaloperations.com,PHISHING,3,brand-imitation
blossomintoacowpoke.com,PHISHING,3,brand-imitation
bltoken.com,PHISHING,3,brand-imitation
blueberrymint.com,PHISHING,3,brand-imitation
bluefinclaim.bond,PHISHING,3,brand-imitation
bluefinclaim.cfd,PHISHING,3,brand-imitation
bluefinclaim.cyou,PHISHING,3,brand-imitation
bluemint.net,PHISHING,3,brand-imitation
bluemint.rest,PHISHING,3,brand-imitation
bluemint.sbs,PHISHING,3,brand-imitation
blueminti.link,PHISHING,3,brand-imitation
blur-nft.link,PHISHING,3,brand-imitation
blurbmint.world,PHISHING,3,brand-imitation
blushymint.com,PHISHING,3,brand-imitation
blxpnft.pics,PHISHING,3,brand-imitation
bmo-verifytransanctions.info,PHISHING,3,brand-imitation
bmo1user-verify.info,PHISHING,3,brand-imitation
bmoaccountverify.com,PHISHING,3,brand-imitation
bmobanking-verify.com,PHISHING,3,brand-imitation
bmobanking-verifyinfo.com,PHISHING,3,brand-imitation
bmobanking-verifyinfosecure.com,PHISHING,3,brand-imitation
bmobanking-verifysecure.com,PHISHING,3,brand-imitation
bmologinverify.com,PHISHING,3,brand-imitation
bnbnft.org,PHISHING,3,brand-imitation
bnmhbmmvgnftgg.life,PHISHING,3,brand-imitation
bo2faverify-auth.help,PHISHING,3,brand-imitation
bo2faverify.info,PHISHING,3,brand-imitation
boa-2faverify.help,PHISHING,3,brand-imitation
boa-loginverify.help,PHISHING,3,brand-imitation
boa-logonverify.help,PHISHING,3,brand-imitation
boa-logverify.help,PHISHING,3,brand-imitation
boa-onlineverify.help,PHISHING,3,brand-imitation
boa-secuverify.help,PHISHING,3,brand-imitation
boa-userverify.help,PHISHING,3,brand-imitation
boa-usrverify.help,PHISHING,3,brand-imitation
boa-verifyuser.help,PHISHING,3,brand-imitation
boldfreedominternational.com,PHISHING,3,brand-imitation
boltmint.com,PHISHING,3,brand-imitation
bonft.info,PHISHING,3,brand-imitation
boopnft.com,PHISHING,3,brand-imitation
boredapeartnfts.com,PHISHING,3,brand-imitation
boredapeavatarsnfts.com,PHISHING,3,brand-imitation
boxofmints.com,PHISHING,3,brand-imitation
bplnft.com,PHISHING,3,brand-imitation
brazilnft.com,PHISHING,3,brand-imitation
breakfreenft.com,PHISHING,3,brand-imitation
brezzermint.com,PHISHING,3,brand-imitation
bridgenft.com,PHISHING,3,brand-imitation
bristlemint.sbs,PHISHING,3,brand-imitation
brokermintwave.club,PHISHING,3,brand-imitation
brothatsmint.com,PHISHING,3,brand-imitation
bruinsnft.com,PHISHING,3,brand-imitation
brzdheim-mintex-cz.com,PHISHING,3,brand-imitation
btbadminton.com,PHISHING,3,brand-imitation
bubblesmint.com,PHISHING,3,brand-imitation
buildmint.net,PHISHING,3,brand-imitation
buildsofttechnomint.xyz,PHISHING,3,brand-imitation
burgersnft.com,PHISHING,3,brand-imitation
buynftbanknotes.com,PHISHING,3,brand-imitation
buynftfractions.com,PHISHING,3,brand-imitation
buynfts.com,PHISHING,3,brand-imitation
buysellnft.com,PHISHING,3,brand-imitation
bvildwithmint.com,PHISHING,3,brand-imitation
bwnfte.skin,PHISHING,3,brand-imitation
byebrumintas.com,PHISHING,3,brand-imitation
byoutreachmint.com,PHISHING,3,brand-imitation
bytemint.com,PHISHING,3,brand-imitation
calamint.xyz,PHISHING,3,brand-imitation
canft.link,PHISHING,3,brand-imitation
capsulemachinenft.com,PHISHING,3,brand-imitation
cardsnftrumps.site,PHISHING,3,brand-imitation
castiesnft.com,PHISHING,3,brand-imitation
castlenft.exchange,PHISHING,3,brand-imitation
cbnft.xyz,PHISHING,3,brand-imitation
celebrationft.com,PHISHING,3,brand-imitation
cheapnfttrade.com,PHISHING,3,brand-imitation
cipherpunks69nft.com,PHISHING,3,brand-imitation
citrusapenft.lol,PHISHING,3,brand-imitation
ckyvnfttox.rest,PHISHING,3,brand-imitation
claim-fugunft.com,PHISHING,3,brand-imitation
claimjup-nft.com,PHISHING,3,brand-imitation
claimjupsnft.com,PHISHING,3,brand-imitation
claimjupsnfts.com,PHISHING,3,brand-imitation
claimnft-yala.org,PHISHING,3,brand-imitation
claimnftyala.org,PHISHING,3,brand-imitation
claims-fugunft.com,PHISHING,3,brand-imitation
clicknft.net,PHISHING,3,brand-imitation
cnft04.sbs,PHISHING,3,brand-imitation
cnft168.com,PHISHING,3,brand-imitation
cnftregistry.com,PHISHING,3,brand-imitation
cnftscanner.com,PHISHING,3,brand-imitation
cnftv.link,PHISHING,3,brand-imitation
cnftw.com,PHISHING,3,brand-imitation
cocktailnfts.com,PHISHING,3,brand-imitation
cocnft.com,PHISHING,3,brand-imitation
coffnftyt.sbs,PHISHING,3,brand-imitation
coin-basednftswap.online,PHISHING,3,brand-imitation
coinbase-nft.net,PHISHING,3,brand-imitation
coinbase-nfts.com,PHISHING,3,brand-imitation
coinbasenft.exchange,PHISHING,3,brand-imitation
coinbasenft.help,PHISHING,3,brand-imitation
coinbasenfts.exchange,PHISHING,3,brand-imitation
coinbasenftsecure.com,PHISHING,3,brand-imitation
coinbasenftssupport.com,PHISHING,3,brand-imitation
coinbasewalletnfts.com,PHISHING,3,brand-imitation
coinftimwaces.com,PHISHING,3,brand-imitation
collecttrumpcardsnft.com,PHISHING,3,brand-imitation
com-exchange-nft1.icu,PHISHING,3,brand-imitation
com-exchange-nft100885.sbs,PHISHING,3,brand-imitation
com-exchange-nft101406.sbs,PHISHING,3,brand-imitation
com-exchange-nft104104.cfd,PHISHING,3,brand-imitation
com-exchange-nft109195.sbs,PHISHING,3,brand-imitation
com-exchange-nft109260.sbs,PHISHING,3,brand-imitation
com-exchange-nft110425.sbs,PHISHING,3,brand-imitation
com-exchange-nft111587.cfd,PHISHING,3,brand-imitation
com-exchange-nft113214.sbs,PHISHING,3,brand-imitation
com-exchange-nft115336.cfd,PHISHING,3,brand-imitation
com-exchange-nft116769.sbs,PHISHING,3,brand-imitation
com-exchange-nft121059.sbs,PHISHING,3,brand-imitation
com-exchange-nft124719.cfd,PHISHING,3,brand-imitation
com-exchange-nft125317.cfd,PHISHING,3,brand-imitation
com-exchange-nft129010.cfd,PHISHING,3,brand-imitation
com-exchange-nft129688.cfd,PHISHING,3,brand-imitation
com-exchange-nft130838.cfd,PHISHING,3,brand-imitation
com-exchange-nft134712.sbs,PHISHING,3,brand-imitation
com-exchange-nft137600.cfd,PHISHING,3,brand-imitation
com-exchange-nft137830.sbs,PHISHING,3,brand-imitation
com-exchange-nft13973.sbs,PHISHING,3,brand-imitation
com-exchange-nft141148.cfd,PHISHING,3,brand-imitation
com-exchange-nft144101.sbs,PHISHING,3,brand-imitation
com-exchange-nft148850.sbs,PHISHING,3,brand-imitation
com-exchange-nft148865.sbs,PHISHING,3,brand-imitation
com-exchange-nft150404.sbs,PHISHING,3,brand-imitation
com-exchange-nft152120.sbs,PHISHING,3,brand-imitation
com-exchange-nft153772.sbs,PHISHING,3,brand-imitation
com-exchange-nft154519.cfd,PHISHING,3,brand-imitation
com-exchange-nft157371.sbs,PHISHING,3,brand-imitation
com-exchange-nft160091.sbs,PHISHING,3,brand-imitation
com-exchange-nft162829.cfd,PHISHING,3,brand-imitation
com-exchange-nft16686.sbs,PHISHING,3,brand-imitation
com-exchange-nft170157.cfd,PHISHING,3,brand-imitation
com-exchange-nft172680.sbs,PHISHING,3,brand-imitation
com-exchange-nft173541.cfd,PHISHING,3,brand-imitation
com-exchange-nft175688.sbs,PHISHING,3,brand-imitation
com-exchange-nft177342.sbs,PHISHING,3,brand-imitation
com-exchange-nft178500.sbs,PHISHING,3,brand-imitation
com-exchange-nft179970.cfd,PHISHING,3,brand-imitation
com-exchange-nft180208.cfd,PHISHING,3,brand-imitation
com-exchange-nft18101.cfd,PHISHING,3,brand-imitation
com-exchange-nft18416.cfd,PHISHING,3,brand-imitation
com-exchange-nft191865.cfd,PHISHING,3,brand-imitation
com-exchange-nft196100.cfd,PHISHING,3,brand-imitation
com-exchange-nft196390.cfd,PHISHING,3,brand-imitation
com-exchange-nft196934.sbs,PHISHING,3,brand-imitation
com-exchange-nft2.icu,PHISHING,3,brand-imitation
com-exchange-nft201640.cfd,PHISHING,3,brand-imitation
com-exchange-nft208073.cfd,PHISHING,3,brand-imitation
com-exchange-nft212039.sbs,PHISHING,3,brand-imitation
com-exchange-nft218651.sbs,PHISHING,3,brand-imitation
com-exchange-nft22006.sbs,PHISHING,3,brand-imitation
com-exchange-nft221483.cfd,PHISHING,3,brand-imitation
com-exchange-nft222182.cfd,PHISHING,3,brand-imitation
com-exchange-nft224068.cfd,PHISHING,3,brand-imitation
com-exchange-nft22426.cfd,PHISHING,3,brand-imitation
com-exchange-nft225060.cfd,PHISHING,3,brand-imitation
com-exchange-nft238051.cfd,PHISHING,3,brand-imitation
com-exchange-nft238142.sbs,PHISHING,3,brand-imitation
com-exchange-nft241938.cfd,PHISHING,3,brand-imitation
com-exchange-nft244674.cfd,PHISHING,3,brand-imitation
com-exchange-nft244935.cfd,PHISHING,3,brand-imitation
com-exchange-nft247371.sbs,PHISHING,3,brand-imitation
com-exchange-nft249413.sbs,PHISHING,3,brand-imitation
com-exchange-nft249493.sbs,PHISHING,3,brand-imitation
com-exchange-nft251747.sbs,PHISHING,3,brand-imitation
com-exchange-nft253505.sbs,PHISHING,3,brand-imitation
com-exchange-nft258062.cfd,PHISHING,3,brand-imitation
com-exchange-nft25982.sbs,PHISHING,3,brand-imitation
com-exchange-nft26081.cfd,PHISHING,3,brand-imitation
